Train_No,Origin_Station,Destination_Station,Total_Distance,Number_of_Stops,Journey_Duration_Hours
12015,NEW DELHI,AJMER JN.,442.0,8,6.67
12016,AJMER JN.,NEW DELHI,442.0,8,6.92
12017,NEW DELHI,DEHRA DUN,314.0,6,5.92
12018,DEHRA DUN,NEW DELHI,314.0,6,5.75
12019,HOWRAH JN.,RANCHI,436.0,8,7.17
12020,RANCHI,HOWRAH JN.,434.0,8,7.75
12021,HOWRAH JN.,BARBIL,402.0,8,6.75
12022,BARBIL,HOWRAH JN.,401.0,9,7.08
12023,HOWRAH JN.,PATNA JN.,530.0,12,8.67
12024,PATNA JN.,HOWRAH JN.,531.0,12,7.83
12025,PUNE JN.,SECUNDERABAD,598.0,6,8.5
12026,SECUNDERABAD,PUNE JN.,598.0,6,8.42
12027,CHENNAI CENT,KRANTIVIRA S,360.0,2,5.0
12028,KRANTIVIRA S,CHENNAI CENT,361.0,2,5.0
12029,NEW DELHI,AMRITSAR JN.,447.0,6,6.42
12030,AMRITSAR JN.,NEW DELHI,447.0,6,6.25
12031,NEW DELHI,AMRITSAR JN.,447.0,6,6.42
12032,AMRITSAR JN.,NEW DELHI,447.0,6,6.25
12033,KANPUR CENTR,NEW DELHI,430.0,3,5.33
12034,NEW DELHI,KANPUR CENTR,430.0,2,4.92
12035,JAIPUR JN.,AGRA  FORT,240.0,2,3.5
12036,AGRA  FORT,JAIPUR JN.,240.0,2,3.67
12037,NEW DELHI,LUDHIANA JN.,328.0,5,5.42
12038,LUDHIANA JN.,NEW DELHI,328.0,5,5.5
12039,KATHGODAM,NEW DELHI,283.0,6,5.5
12040,NEW DELHI,KATHGODAM,283.0,6,5.67
12041,HOWRAH JN.,NEW JALPAIGU,560.0,5,8.25
12042,NEW JALPAIGU,HOWRAH JN.,560.0,5,8.08
12043,NEW DELHI,MOGA,397.0,6,7.08
12044,MOGA,NEW DELHI,397.0,6,7.17
12045,NEW DELHI,CHANDIGARH,243.0,2,3.5
12046,CHANDIGARH,NEW DELHI,243.0,2,3.42
12047,NEW DELHI,FIROZPUR CAN,385.0,8,6.5
12048,FIROZPUR CAN,NEW DELHI,385.0,8,7.33
12049,AGRA CANTT,HAZRAT NIZAM,181.0,0,1.67
12050,HAZRAT NIZAM,AGRA CANTT,183.0,0,1.67
12051,DADAR,MADGOAN JN.,581.0,7,8.67
12052,MADGOAN JN.,DADAR,585.0,7,8.58
12053,HARIDWAR JN,AMRITSAR JN.,406.0,9,7.33
12054,AMRITSAR JN.,HARIDWAR JN,406.0,9,7.33
12055,NEW DELHI,DEHRA DUN,304.0,7,5.83
12056,DEHRA DUN,NEW DELHI,304.0,8,6.17
12057,NEW DELHI,UNA HIMACHAL,386.0,12,7.58
12058,UNA HIMACHAL,NEW DELHI,386.0,12,7.0
12059,KOTA,HAZRAT NIZAM,447.0,8,6.58
12060,HAZRAT NIZAM,KOTA,450.0,8,6.75
12061,HABIBGANJ,JABALPUR,330.0,8,5.25
12062,JABALPUR,HABIBGANJ,330.0,8,5.5
12065,AJMER JN.,HAZRAT NIZAM,389.0,8,6.83
12066,HAZRAT NIZAM,AJMER JN.,389.0,8,6.92
12067,GUWAHATI,JORHAT TOWN,376.0,9,6.83
12068,JORHAT TOWN,GUWAHATI,375.0,9,6.83
12069,RAIGARH,GONDIA JN.,419.0,13,7.0
12070,GONDIA JN.,RAIGARH,411.0,13,7.0
12071,DADAR,JALNA,422.0,5,7.5
12072,JALNA,DADAR,422.0,5,7.75
12073,HOWRAH JN.,BHUBANESWAR,442.0,7,6.92
12074,BHUBANESWAR,HOWRAH JN.,441.0,7,6.67
12075,CALICUT,TRIVANDRUM C,399.0,10,7.42
12076,TRIVANDRUM C,CALICUT,398.0,10,7.0
12077,CHENNAI CENT,VIJAYWADA JN,453.0,8,7.17
12078,VIJAYWADA JN,CHENNAI CENT,453.0,8,7.25
12079,KRANTIVIRA S,HUBLI JN.,470.0,9,7.42
12080,HUBLI JN.,KRANTIVIRA S,468.0,9,7.42
12081,KANNUR,TRIVANDRUM C,500.0,13,9.17
12082,TRIVANDRUM C,KANNUR,499.0,13,9.17
12083,MAYILADUTURA,COIMBATORE,361.0,8,6.42
12084,COIMBATORE,MAYILADUTURA,361.0,8,6.5
12085,GUWAHATI,DIBRUGARH,506.0,8,9.08
12086,DIBRUGARH,GUWAHATI,505.0,8,8.92
12087,NAHARLAGUN,GUWAHATI,332.0,6,6.0
12088,GUWAHATI,NAHARLAGUN,332.0,6,6.33
12101,LOKMANYA TIL,HOWRAH JN.,1956.0,14,31.0
12102,HOWRAH JN.,LOKMANYA TIL,1963.0,15,31.0
12103,PUNE JN.,LUCKNOW JN.,1478.0,11,24.92
12104,LUCKNOW JN.,PUNE JN.,1478.0,11,25.58
12105,CST-MUMBAI,GONDIA JN.,971.0,24,16.17
12106,GONDIA JN.,CST-MUMBAI,972.0,25,16.17
12107,LOKMANYA TIL,LUCKNOW JN.,1408.0,9,22.75
12108,LUCKNOW JN.,LOKMANYA TIL,1408.0,9,24.25
12109,CST-MUMBAI,MANMAD JN.,260.0,8,4.58
12110,MANMAD JN.,CST-MUMBAI,260.0,8,4.72
12111,CST-MUMBAI,AMRAVATI,676.0,12,12.17
12112,AMRAVATI,CST-MUMBAI,676.0,12,11.33
12113,PUNE JN.,NAGPUR JN.(C,895.0,7,15.75
12114,NAGPUR JN.(C,PUNE JN.,895.0,7,15.17
12115,CST-MUMBAI,SOLAPUR,456.0,12,8.08
12116,SOLAPUR,CST-MUMBAI,457.0,13,8.08
12117,LOKMANYA TIL,MANMAD JN.,244.0,8,4.42
12118,MANMAD JN.,LOKMANYA TIL,244.0,8,4.42
12119,AMRAVATI,AJNI,180.0,3,2.75
12120,AJNI,AMRAVATI,180.0,3,3.17
12121,JABALPUR,HAZRAT NIZAM,883.0,5,13.92
12122,HAZRAT NIZAM,JABALPUR,886.0,5,14.33
12123,CST-MUMBAI,PUNE JN.,191.0,3,3.25
12124,PUNE JN.,CST-MUMBAI,191.0,2,3.17
12125,CST-MUMBAI,PUNE JN.,190.0,6,3.42
12126,PUNE JN.,CST-MUMBAI,190.0,5,3.42
12127,CST-MUMBAI,PUNE JN.,191.0,4,3.28
12128,PUNE JN.,CST-MUMBAI,191.0,3,3.17
12129,PUNE JN.,HOWRAH JN.,2026.0,28,33.75
12130,HOWRAH JN.,PUNE JN.,2033.0,28,33.0
12131,DADAR,SAI NAGAR SH,330.0,6,6.0
12132,SAI NAGAR SH,DADAR,330.0,6,6.08
12133,CST-MUMBAI,MANGALORE JN,903.0,12,14.63
12134,MANGALORE JN,CST-MUMBAI,909.0,12,14.5
12135,PUNE JN.,NAGPUR JN.(C,895.0,16,15.75
12136,NAGPUR JN.(C,PUNE JN.,895.0,16,15.17
12137,CST-MUMBAI,FIROZPUR CAN,1910.0,54,34.25
12138,FIROZPUR CAN,CST-MUMBAI,1913.0,52,33.92
12139,CST-MUMBAI,NAGPUR JN.(C,841.0,31,15.17
12140,NAGPUR JN.(C,CST-MUMBAI,841.0,31,15.0
12141,LOKMANYA TIL,PATLIPUTRA,1693.0,12,28.42
12142,PATLIPUTRA,LOKMANYA TIL,1692.0,11,28.17
12143,LOKMANYA TIL,SULTANPUR JN,1540.0,12,27.33
12144,SULTANPUR JN,LOKMANYA TIL,1541.0,12,28.25
12145,LOKMANYA TIL,PURI,1888.0,25,34.92
12146,PURI,LOKMANYA TIL,1895.0,25,34.08
12147,CHHATRAPATI,HAZRAT NIZAM,1897.0,20,32.08
12148,HAZRAT NIZAM,CHHATRAPATI,1900.0,20,34.5
12149,PUNE JN.,DANAPUR,1757.0,17,30.58
12150,DANAPUR,PUNE JN.,1756.0,17,30.58
12151,LOKMANYA TIL,HOWRAH JN.,2089.0,22,35.83
12152,HOWRAH JN.,LOKMANYA TIL,2095.0,21,34.25
12153,LOKMANYA TIL,HABIBGANJ,820.0,8,12.92
12154,HABIBGANJ,LOKMANYA TIL,820.0,8,13.17
12155,HABIBGANJ,HAZRAT NIZAM,681.0,8,10.92
12156,HAZRAT NIZAM,HABIBGANJ,683.0,8,10.17
12157,PUNE JN.,SOLAPUR,265.0,2,4.0
12158,SOLAPUR,PUNE JN.,265.0,2,4.0
12159,AMRAVATI,JABALPUR,725.0,18,13.17
12160,JABALPUR,AMRAVATI,725.0,18,13.0
12161,LOKMANYA TIL,AGRA CANTT,1320.0,19,20.58
12162,AGRA CANTT,LOKMANYA TIL,1320.0,19,23.42
12163,DADAR,CHENNAI EGMO,1278.0,22,23.25
12164,CHENNAI EGMO,DADAR,1281.0,20,23.17
12165,LOKMANYA TIL,VARANASI JN.,1488.0,14,25.7
12166,VARANASI JN.,LOKMANYA TIL,1487.0,14,25.17
12167,LOKMANYA TIL,VARANASI JN.,1500.0,11,27.17
12168,VARANASI JN.,LOKMANYA TIL,1500.0,11,26.0
12169,PUNE JN.,SOLAPUR,265.0,3,4.0
12170,SOLAPUR,PUNE JN.,265.0,3,4.08
12171,LOKMANYA TIL,HARIDWAR JN,1756.0,10,29.33
12172,HARIDWAR JN,LOKMANYA TIL,1759.0,10,29.0
12173,LOKMANYA TIL,PARTAPGARH J,1581.0,11,26.67
12174,PARTAPGARH J,LOKMANYA TIL,1581.0,11,28.17
12175,HOWRAH JN.,GWALIOR JN,1291.0,29,23.5
12176,GWALIOR JN,HOWRAH JN.,1292.0,29,23.5
12177,HOWRAH JN.,MATHURA JN.,1451.0,32,26.58
12178,MATHURA JN.,HOWRAH JN.,1453.0,32,26.33
12179,LUCKNOW JN.,AGRA CANTT,323.0,12,6.0
12180,AGRA CANTT,LUCKNOW JN.,323.0,12,5.92
12181,JABALPUR,AJMER JN.,1024.0,20,17.92
12182,AJMER JN.,JABALPUR,1024.0,20,17.25
12183,BHOPAL,PARTAPGARH J,754.0,9,13.67
12184,PARTAPGARH J,BHOPAL,754.0,9,13.67
12185,HABIBGANJ,REWA,555.0,13,10.0
12186,REWA,HABIBGANJ,557.0,13,10.0
12187,JABALPUR,CST-MUMBAI,996.0,13,16.75
12188,CST-MUMBAI,JABALPUR,996.0,13,16.5
12189,JABALPUR,HAZRAT NIZAM,937.0,27,17.5
12190,HAZRAT NIZAM,JABALPUR,938.0,26,17.5
12191,NEW DELHI,JABALPUR,1021.0,22,17.17
12192,JABALPUR,NEW DELHI,1019.0,22,18.33
12193,YESVANTPUR J,JABALPUR,1747.0,18,30.42
12194,JABALPUR,YESVANTPUR J,1734.0,18,30.75
12195,AGRA  FORT,AJMER JN.,375.0,12,6.75
12196,AJMER JN.,AGRA  FORT,375.0,12,6.67
12197,BHOPAL,GWALIOR JN,484.0,9,8.75
12198,GWALIOR JN,BHOPAL,484.0,9,8.67
12201,LOKMANYA TIL,KOCHUVELI,1513.0,23,27.5
12202,KOCHUVELI,LOKMANYA TIL,1517.0,23,27.0
12203,SAHARSA JN.,AMRITSAR JN.,1711.0,21,30.17
12204,AMRITSAR JN.,SAHARSA JN.,1714.0,21,30.0
12205,NEW DELHI,DEHRA DUN,304.0,5,5.83
12206,DEHRA DUN,NEW DELHI,304.0,5,5.75
12207,KATHGODAM,JAMMU TAWI,768.0,14,15.25
12208,JAMMU TAWI,KATHGODAM,768.0,14,15.42
12209,KANPUR CENTR,KATHGODAM,415.0,10,8.58
12210,KATHGODAM,KANPUR CENTR,415.0,10,9.42
12211,MUZAFFARPUR,ANAND VIHAR,1057.0,12,21.33
12212,ANAND VIHAR,MUZAFFARPUR,1059.0,12,21.17
12213,YESVANTPUR J,DELHI-SARAI,2350.0,5,31.33
12214,DELHI-SARAI,YESVANTPUR J,2351.0,4,32.92
12215,DELHI-SARAI,BANDRA TERMI,1431.0,16,22.83
12216,BANDRA TERMI,DELHI-SARAI,1429.0,16,23.5
12217,KOCHUVELI,CHANDIGARH,3086.0,20,54.42
12218,CHANDIGARH,KOCHUVELI,3084.0,20,53.25
12219,LOKMANYA TIL,SECUNDERABAD,774.0,2,12.0
12220,SECUNDERABAD,LOKMANYA TIL,774.0,2,12.0
12221,PUNE JN.,HOWRAH JN.,2026.0,6,28.42
12222,HOWRAH JN.,PUNE JN.,2033.0,6,27.42
12223,LOKMANYA TIL,ERNAKULAM. J,1301.0,4,21.0
12224,ERNAKULAM. J,LOKMANYA TIL,1306.0,4,20.75
12225,AZAMGARH,DELHI JN.,795.0,13,14.67
12226,DELHI JN.,AZAMGARH,796.0,13,14.25
12227,MUMBAI CENTR,INDORE BG,831.0,3,11.83
12228,INDORE BG,MUMBAI CENTR,831.0,3,12.67
12229,LUCKNOW JN.,NEW DELHI,492.0,7,8.92
12230,NEW DELHI,LUCKNOW JN.,492.0,7,8.67
12231,LUCKNOW JN.,CHANDIGARH,644.0,14,11.67
12232,CHANDIGARH,LUCKNOW JN.,644.0,14,11.67
12235,DIBRUGARH,NEW DELHI,2446.0,24,43.67
12236,NEW DELHI,DIBRUGARH,2448.0,24,44.83
12237,VARANASI JN.,JAMMU TAWI,1253.0,11,22.58
12238,JAMMU TAWI,VARANASI JN.,1253.0,11,22.67
12239,MUMBAI CENTR,JAIPUR JN.,1157.0,3,15.33
12240,JAIPUR JN.,MUMBAI CENTR,1158.0,3,16.5
12241,CHANDIGARH,AMRITSAR JN.,247.0,4,4.25
12242,AMRITSAR JN.,CHANDIGARH,247.0,4,4.0
12243,CHENNAI CENT,COIMBATORE,491.0,4,7.0
12244,COIMBATORE,CHENNAI CENT,493.0,4,6.83
12245,HOWRAH JN.,YESVANTPUR J,1957.0,4,29.08
12246,YESVANTPUR J,HOWRAH JN.,1959.0,4,29.25
12247,BANDRA TERMI,HAZRAT NIZAM,1355.0,5,17.08
12248,HAZRAT NIZAM,BANDRA TERMI,1358.0,5,17.75
12249,HOWRAH JN.,ANAND VIHAR,1425.0,5,16.67
12250,ANAND VIHAR,HOWRAH JN.,1426.0,5,16.83
12251,YESVANTPUR J,KORBA,1611.0,23,28.83
12252,KORBA,YESVANTPUR J,1605.0,24,29.5
12253,YESVANTPUR J,BHAGALPUR,2478.0,27,43.0
12254,BHAGALPUR,YESVANTPUR J,2477.0,27,43.58
12257,YESVANTPUR J,KOCHUVELI,798.0,17,16.0
12258,KOCHUVELI,YESVANTPUR J,797.0,17,16.5
12259,SEALDAH,NEW DELHI,1448.0,3,17.0
12260,NEW DELHI,SEALDAH,1449.0,3,16.92
12261,CST-MUMBAI,HOWRAH JN.,1972.0,5,26.42
12262,HOWRAH JN.,CST-MUMBAI,1979.0,5,26.17
12263,PUNE JN.,HAZRAT NIZAM,1498.0,5,19.75
12264,HAZRAT NIZAM,PUNE JN.,1501.0,5,20.25
12265,DELHI-SARAI,JAMMU TAWI,577.0,1,9.17
12266,JAMMU TAWI,DELHI-SARAI,577.0,1,9.0
12267,MUMBAI CENTR,AHMEDABAD,490.0,0,6.5
12268,AHMEDABAD,MUMBAI CENTR,490.0,0,6.33
12269,CHENNAI CENT,HAZRAT NIZAM,2156.0,5,27.92
12270,HAZRAT NIZAM,CHENNAI CENT,2155.0,5,28.42
12273,HOWRAH JN.,NEW DELHI,1516.0,4,21.83
12274,NEW DELHI,HOWRAH JN.,1517.0,4,21.75
12275,ALLAHABAD JN,NEW DELHI,629.0,0,7.75
12276,NEW DELHI,ALLAHABAD JN,629.0,0,7.58
12277,HOWRAH JN.,PURI,504.0,6,7.5
12278,PURI,HOWRAH JN.,503.0,6,7.92
12279,JHANSI JN,HAZRAT NIZAM,385.0,9,6.75
12280,HAZRAT NIZAM,JHANSI JN,388.0,9,7.17
12281,BHUBANESWAR,NEW DELHI,1714.0,4,22.42
12282,NEW DELHI,BHUBANESWAR,1717.0,4,21.83
12283,ERNAKULAM. J,HAZRAT NIZAM,2636.0,9,44.17
12284,HAZRAT NIZAM,ERNAKULAM. J,2634.0,9,42.08
12285,SECUNDERABAD,HAZRAT NIZAM,1651.0,4,21.42
12286,HAZRAT NIZAM,SECUNDERABAD,1652.0,4,22.25
12289,CST-MUMBAI,NAGPUR JN.(C,841.0,2,11.08
12290,NAGPUR JN.(C,CST-MUMBAI,841.0,2,11.42
12291,YESVANTPUR J,CHENNAI CENT,364.0,5,6.5
12292,CHENNAI CENT,YESVANTPUR J,363.0,5,6.5
12293,LOKMANYA TIL,ALLAHABAD JN,1353.0,3,19.17
12294,ALLAHABAD JN,LOKMANYA TIL,1352.0,3,19.42
12295,KRANTIVIRA S,DANAPUR,2703.0,34,48.08
12296,DANAPUR,KRANTIVIRA S,2697.0,35,48.17
12297,AHMEDABAD,PUNE JN.,623.0,2,8.67
12298,PUNE JN.,AHMEDABAD,622.0,2,8.75
12301,HOWRAH JN.,NEW DELHI,1438.0,6,17.08
12302,NEW DELHI,HOWRAH JN.,1439.0,6,16.92
12303,HOWRAH JN.,NEW DELHI,1516.0,23,22.0
12304,NEW DELHI,HOWRAH JN.,1517.0,23,23.33
12305,HOWRAH JN.,NEW DELHI,1516.0,7,19.92
12306,NEW DELHI,HOWRAH JN.,1517.0,7,19.33
12307,HOWRAH JN.,JODHPUR JN.,1803.0,26,31.17
12308,JODHPUR JN.,HOWRAH JN.,1805.0,26,31.5
12309,RAJENDRANAGA,NEW DELHI,987.0,4,12.67
12310,NEW DELHI,RAJENDRANAGA,987.0,4,12.25
12311,HOWRAH JN.,KALKA,1699.0,37,32.83
12312,KALKA,HOWRAH JN.,1700.0,38,32.0
12313,SEALDAH,NEW DELHI,1448.0,6,17.58
12314,NEW DELHI,SEALDAH,1449.0,6,17.75
12315,KOLKATA,UDAIPUR CITY,2119.0,21,37.58
12316,UDAIPUR CITY,KOLKATA,2120.0,21,38.83
12317,KOLKATA,AMRITSAR JN.,1884.0,21,33.67
12318,AMRITSAR JN.,KOLKATA,1885.0,21,33.33
12319,KOLKATA,AGRA CANTT,1416.0,10,22.83
12320,AGRA CANTT,KOLKATA,1417.0,9,24.33
12321,HOWRAH JN.,CST-MUMBAI,2165.0,46,37.42
12322,CST-MUMBAI,HOWRAH JN.,2167.0,47,38.25
12323,HOWRAH JN.,ANAND VIHAR,1425.0,7,22.25
12324,ANAND VIHAR,HOWRAH JN.,1426.0,7,22.92
12325,KOLKATA,NANGAL DAM,1792.0,16,32.33
12326,NANGAL DAM,KOLKATA,1793.0,16,32.33
12327,HOWRAH JN.,DEHRA DUN,1577.0,18,29.17
12328,DEHRA DUN,HOWRAH JN.,1577.0,18,29.08
12329,SEALDAH,ANAND VIHAR,1435.0,6,22.67
12330,ANAND VIHAR,SEALDAH,1436.0,6,22.25
12331,HOWRAH JN.,JAMMU TAWI,2010.0,30,36.67
12332,JAMMU TAWI,HOWRAH JN.,2011.0,30,36.75
12333,HOWRAH JN.,ALLAHABAD CI,878.0,29,16.0
12334,ALLAHABAD CI,HOWRAH JN.,879.0,29,15.83
12335,BHAGALPUR,LOKMANYA TIL,1917.0,37,35.0
12336,LOKMANYA TIL,BHAGALPUR,1918.0,36,34.42
12337,HOWRAH JN.,BOLPUR,146.0,2,2.25
12338,BOLPUR,HOWRAH JN.,146.0,2,2.5
12339,HOWRAH JN.,DHANBAD JN.,258.0,11,4.33
12340,DHANBAD JN.,HOWRAH JN.,259.0,11,4.5
12341,HOWRAH JN.,ASANSOL MAIN,199.0,5,3.25
12342,ASANSOL MAIN,HOWRAH JN.,200.0,5,3.25
12343,SEALDAH,NEW JALPAIGU,571.0,4,9.92
12344,NEW JALPAIGU,SEALDAH,571.0,4,10.0
12345,HOWRAH JN.,GUWAHATI,1023.0,11,18.0
12346,GUWAHATI,HOWRAH JN.,1023.0,11,16.67
12347,HOWRAH JN.,RAMPUR HAT,206.0,7,3.67
12348,RAMPUR HAT,HOWRAH JN.,206.0,7,3.67
12349,BHAGALPUR,NEW DELHI,1206.0,11,19.5
12350,NEW DELHI,BHAGALPUR,1206.0,11,20.25
12351,HOWRAH JN.,RAJENDRANAGA,528.0,21,9.67
12352,RAJENDRANAGA,HOWRAH JN.,529.0,21,9.42
12353,HOWRAH JN.,LALKUA JN.,1299.0,16,23.08
12354,LALKUA JN.,HOWRAH JN.,1300.0,16,23.58
12355,RAJENDRANAGA,JAMMU TAWI,1506.0,17,27.5
12356,JAMMU TAWI,RAJENDRANAGA,1506.0,17,26.92
12357,KOLKATA,AMRITSAR JN.,1807.0,13,29.17
12358,AMRITSAR JN.,KOLKATA,1807.0,13,29.67
12359,KOLKATA,PATNA JN.,534.0,11,9.42
12360,PATNA JN.,KOLKATA,534.0,11,9.17
12361,ASANSOL MAIN,CST-MUMBAI,2043.0,19,34.5
12362,CST-MUMBAI,ASANSOL MAIN,2044.0,19,36.17
12363,KOLKATA,HALDIBARI,621.0,9,11.25
12364,HALDIBARI,KOLKATA,620.0,9,11.17
12365,PATNA JN.,RANCHI,410.0,10,7.92
12366,RANCHI,PATNA JN.,407.0,10,7.83
12367,BHAGALPUR,ANAND VIHAR,1193.0,19,20.75
12368,ANAND VIHAR,BHAGALPUR,1193.0,19,21.75
12369,HOWRAH JN.,HARIDWAR JN,1525.0,18,27.67
12370,HARIDWAR JN,HOWRAH JN.,1526.0,18,27.42
12371,HOWRAH JN.,JAISALMER,2245.0,27,39.5
12372,JAISALMER,HOWRAH JN.,2246.0,27,39.33
12373,SEALDAH,RAMPUR HAT,217.0,5,3.67
12374,RAMPUR HAT,SEALDAH,216.0,5,3.67
12375,CHENNAI CENT,ASANSOL MAIN,1729.0,25,31.25
12376,ASANSOL MAIN,CHENNAI CENT,1727.0,25,30.75
12377,SEALDAH,NEW ALIPURDU,718.0,8,12.92
12378,NEW ALIPURDU,SEALDAH,718.0,8,13.0
12379,SEALDAH,AMRITSAR JN.,1889.0,13,30.58
12380,AMRITSAR JN.,SEALDAH,1890.0,13,30.5
12381,HOWRAH JN.,NEW DELHI,1438.0,20,21.83
12382,NEW DELHI,HOWRAH JN.,1439.0,20,23.33
12383,SEALDAH,ASANSOL MAIN,221.0,7,3.92
12384,ASANSOL MAIN,SEALDAH,222.0,7,3.92
12389,GAYA JN.,CHENNAI EGMO,2348.0,15,39.0
12390,CHENNAI EGMO,GAYA JN.,2353.0,15,38.67
12391,RAJGIR,NEW DELHI,1092.0,31,21.17
12392,NEW DELHI,RAJGIR,1092.0,31,21.0
12393,RAJENDRANAGA,NEW DELHI,987.0,3,14.25
12394,NEW DELHI,RAJENDRANAGA,987.0,3,14.17
12395,RAJENDRANAGA,AJMER JN.,1287.0,13,20.42
12396,AJMER JN.,RAJENDRANAGA,1287.0,13,23.17
12397,GAYA JN.,NEW DELHI,981.0,13,14.25
12398,NEW DELHI,GAYA JN.,981.0,13,15.08
12401,ISLAMPUR,NEW DELHI,1049.0,26,19.67
12402,NEW DELHI,ISLAMPUR,1049.0,26,18.75
12405,BHUSAVAL JN.,HAZRAT NIZAM,1461.0,27,25.83
12406,HAZRAT NIZAM,BHUSAVAL JN.,1464.0,27,24.5
12407,NEW JALPAIGU,AMRITSAR JN.,1821.0,17,33.33
12408,AMRITSAR JN.,NEW JALPAIGU,1824.0,17,33.08
12409,RAIGARH,HAZRAT NIZAM,1613.0,33,28.0
12410,HAZRAT NIZAM,RAIGARH,1608.0,33,27.75
12411,CHANDIGARH,AMRITSAR JN.,247.0,7,4.5
12412,AMRITSAR JN.,CHANDIGARH,247.0,7,4.42
12413,AJMER JN.,JAMMU TAWI,1016.0,19,18.25
12414,JAMMU TAWI,AJMER JN.,1017.0,20,18.17
12415,INDORE BG,DELHI-SARAI,815.0,21,14.25
12416,DELHI-SARAI,INDORE BG,817.0,20,14.5
12417,ALLAHABAD JN,NEW DELHI,624.0,4,9.5
12418,NEW DELHI,ALLAHABAD JN,624.0,5,9.5
12419,LUCKNOW JN.,NEW DELHI,504.0,14,9.08
12420,NEW DELHI,LUCKNOW JN.,504.0,14,9.0
12421,NANDED,AMRITSAR JN.,1927.0,21,35.08
12422,AMRITSAR JN.,NANDED,1929.0,21,33.25
12423,DIBRUGARH TO,NEW DELHI,2422.0,20,39.0
12424,NEW DELHI,DIBRUGARH TO,2423.0,20,39.83
12425,NEW DELHI,JAMMU TAWI,576.0,3,9.08
12426,JAMMU TAWI,NEW DELHI,576.0,3,9.33
12427,REWA,ANAND VIHAR,844.0,10,14.58
12428,ANAND VIHAR,REWA,844.0,11,13.75
12431,TRIVANDRUM C,HAZRAT NIZAM,2841.0,17,41.42
12432,HAZRAT NIZAM,TRIVANDRUM C,2840.0,17,42.0
12433,CHENNAI CENT,HAZRAT NIZAM,2156.0,8,28.25
12434,HAZRAT NIZAM,CHENNAI CENT,2155.0,8,28.33
12435,DIBRUGARH TO,NEW DELHI,2452.0,24,43.75
12436,NEW DELHI,DIBRUGARH TO,2454.0,24,46.0
12437,SECUNDERABAD,HAZRAT NIZAM,1651.0,5,21.67
12438,HAZRAT NIZAM,SECUNDERABAD,1652.0,5,22.08
12439,RANCHI,NEW DELHI,1297.0,6,16.92
12440,NEW DELHI,RANCHI,1300.0,6,17.0
12441,BILASPUR JN.,NEW DELHI,1487.0,8,20.92
12442,NEW DELHI,BILASPUR JN.,1483.0,8,20.25
12443,HALDIA,ANAND VIHAR,1572.0,12,27.33
12444,ANAND VIHAR,HALDIA,1572.0,12,25.33
12445,NEW DELHI,SHRI MATA VA,654.0,9,11.83
12446,SHRI MATA VA,NEW DELHI,654.0,9,11.75
12447,MANIKPUR JN.,HAZRAT NIZAM,676.0,10,12.33
12448,HAZRAT NIZAM,MANIKPUR JN.,679.0,10,12.42
12449,MADGOAN JN.,CHANDIGARH,2159.0,12,36.42
12450,CHANDIGARH,MADGOAN JN.,2157.0,12,36.67
12451,KANPUR CENTR,NEW DELHI,430.0,1,6.83
12452,NEW DELHI,KANPUR CENTR,430.0,1,6.58
12453,RANCHI,NEW DELHI,1333.0,5,17.67
12454,NEW DELHI,RANCHI,1336.0,5,18.5
12455,DELHI-SARAI,BIKANER JN.,790.0,19,14.5
12456,BIKANER JN.,DELHI-SARAI,790.0,19,14.58
12457,DELHI-SARAI,BIKANER JN.,455.0,12,7.75
12458,BIKANER JN.,DELHI-SARAI,455.0,12,7.67
12459,NEW DELHI,AMRITSAR JN.,447.0,13,8.08
12460,AMRITSAR JN.,NEW DELHI,447.0,15,8.0
12461,DELHI JN.,JODHPUR JN.,618.0,16,10.75
12462,JODHPUR JN.,DELHI JN.,619.0,14,10.92
12463,DELHI-SARAI,JODHPUR JN.,614.0,6,10.17
12464,JODHPUR JN.,DELHI-SARAI,615.0,6,10.67
12465,INDORE BG,JODHPUR JN.,905.0,27,16.25
12466,JODHPUR JN.,INDORE BG,906.0,27,16.58
12467,JAISALMER,JAIPUR JN.,700.0,20,12.67
12468,JAIPUR JN.,JAISALMER,699.0,20,12.58
12469,KANPUR CENTR,JAMMU TAWI,1025.0,12,18.5
12470,JAMMU TAWI,KANPUR CENTR,1025.0,12,18.67
12471,BANDRA TERMI,SHRI MATA VA,2017.0,24,33.25
12472,SHRI MATA VA,BANDRA TERMI,2019.0,24,32.92
12473,AHMEDABAD,SHRI MATA VA,1736.0,22,29.67
12474,SHRI MATA VA,AHMEDABAD,1739.0,23,29.08
12475,HAPA,SHRI MATA VA,2055.0,29,35.67
12476,SHRI MATA VA,HAPA,2058.0,29,35.67
12477,JAMNAGAR,SHRI MATA VA,2064.0,29,35.92
12478,SHRI MATA VA,JAMNAGAR,2066.0,29,35.83
12479,JODHPUR JN.,BANDRA TERMI,934.0,15,16.83
12480,BANDRA TERMI,JODHPUR JN.,932.0,15,17.0
12481,DELHI JN.,SHRI GANGANA,409.0,13,7.5
12482,SHRI GANGANA,DELHI JN.,409.0,13,7.67
12483,KOCHUVELI,AMRITSAR JN.,3290.0,25,58.42
12484,AMRITSAR JN.,KOCHUVELI,3288.0,25,57.33
12485,NANDED,SHRI GANGANA,1937.0,25,35.5
12486,SHRI GANGANA,NANDED,1940.0,25,33.0
